"Lemma","LemmaSort","POS","PrincipalParts","ShortDefinition"
"φύλαξ","φυλαξ","noun","φύλακος","watcher, guard, sentinel; guardian, keeper, protector; observer; chain, keeper, φ. ἀργυροῦς χαλκοῦς; bubulcus"
"φυλάσσω","φυλασσω","verb","φυλάξω, ―, ―, ―, ―","keep watch and ward, keep guard; to be on one's guard; watch, guard, defend; watch for, lie in wait; watch, wait for, observe; preserve, maintain, cherish; keep in; notice, observe; maintain, hold fast to; beware of, avoid; take care; be careful to; to be on one's guard, keep watch; keep; guard, keep safe, καὶ κεφαλὴν πεφύλαξο; act cautiously; to beware of, be on one's guard against, avoid; put in as a precaution"
"φυλή","φυλη","noun","φυλῆς","a race, tribe;; a body; by supposed ties of blood and descent, clan; by local habitation; subdivision of the priests in each Egyptian temple; military contingent furnished by a tribe; representatives of a tribe; kind, species"
"φύλλον","φυλλον","noun","φύλλου","leaf; petal; plant; dog Mercury, Mercurialis perennis"
"φύραμα","φυραμα","noun","φυράματος","that which is mixed; mixture"
"φυσικός","φυσικοσ","adj","φυσική, φυσικόν","natural, produced; belonging to the nature; belonging to growth; milk; of; an inquirer into nature, natural philosopher; surgeon; physical treatises; according to the laws of nature; belonging to occult laws of nature, magical, φ. φάρμακα"
"φυσικός","φυσικοσ","adv",NA,"natural, produced; belonging to the nature; belonging to growth; milk; of; an inquirer into nature, natural philosopher; surgeon; physical treatises; according to the laws of nature; belonging to occult laws of nature, magical, φ. φάρμακα"
"φυσιόω","φυσιοω","verb","―, φυσιωθήσομαι, ―, πεφυσίωμαι, φυσιωθήσομαι","dispose one naturally; puff up"
"φύσις","φυσισ","noun","φύσεως","origin; growth, τριχῶν, παιδίου; the natural form; nature, constitution; outward form, appearance; constitution, temperament; natural place; nature, character; instinct; natural; the regular order of nature; nature as an originating power; elementary substance; creation, 'Nature'; two; creature; substances; kind, sort, species; sex, θῆλυςφῦσα; the characteristic of sex"
"φυσίωσις","φυσιωσισ","noun","φυσιώσεως","natural tendency, character; inflation"
"φυτεία","φυτεια","noun","―","planting; generation, production; growth, habit of a plant; plantation"
"φυτεύω","φυτευω","verb","―, φυτευθήσομαι, ―, πεφύτευμαι, φυτευθήσομαι","of the thing planted, plant; beget, engender; produce, bring about, cause; implant in; set up; of the ground planted, plant with fruit-trees"
"φύω","φυω","verb","―, φυήσομαι, ―, ―, φυήσομαι","bring forth, produce, put forth; beget, engender; grow; get; put forth shoots; grow, wax, spring up; to be begotten; become, οὐδεὶςἐχθρὸςοὔτε φύεται πρὸςχρήμαθ' οἵ τε φύντες; to be formed; is by nature prone; fall; it is natural, it happens naturally; is natural"
"φωλεός","φωλεοσ","noun","φωλεοῦ","den, lair; schoolhouse"
"φωνέω","φωνεω","verb","φωνήσω, φωνηθήσομαι, ―, ―, φωνηθήσομαι","produce a sound; speak loud; utter their cries; affirm, testify; sound; vowels; call by name, call, Αἴαντα φωνῶ; command; invite; call to, cry to; speak"
"φωνή","φωνη","noun","φωνῆς","sound, tone; speech, voice, utterance; cry; any articulate sound; sounds; sound; faculty of speech, discourse; language; phrase, saying; report, rumour; message; loud talk, bragging"
"φῶς","φωσ","noun","φωτός","light"
"φωστήρ","φωστηρ","noun","φωστήρος","that which gives light, οἱ φ; splendour, radiance; eyes; opening for light, door"
"φωσφόρος","φωσφοροσ","adj","―, ―","bringing; the light-bringer; eye-salve; torch-bearing; torch-bearer"
"φωτεινός","φωτεινοσ","adj","φωτεινή, φωτεινόν","shining, bright; clear, distinct"
"φωτίζω","φωτιζω","verb","φωτίσω, φωτισθήσομαι, ―, πεφώτισμαι, φωτισθήσομαι","shine, give light; illuminate; bring to light, make known; enlighten, instruct, teach, φ. τινάς πῶς; illuminate with spiritual light; baptize; throw light upon, illustrate"
"φωτισμός","φωτισμοσ","noun","φωτισμοῦ","illumination, light; light"
"χαίρω","χαιρω","verb","―, χαρήσομαι, ―, ―, χαρήσομαι","rejoice, be glad; rejoice at, take pleasure in; I rejoice at; delight in; thou wilt; hail, welcome; accept the greeting; fare-thee-well; have done with . . , away with; dismiss from one's mind, put away, renounce; be of good cheer; glad, joyful; safe and sound, with impunity, χαίροντα ἀπαλλάσσειν; fare; háryati"
"χάλαζα","χαλαζα","noun","χαλάζης","hail; any small knot like a hailstone; pimple; small cyst; a knot"
"χαλάω","χαλαω","verb","χαλάσω, χαλασθήσομαι, ―, ―, χαλασθήσομαι","Aër; slacken, loosen, χ. βιόν, τόξα; let down, let fall, πτέρυγα χαλάξαις; let loose, release; slacken; loose; loosen; let; become slack; give way; grow slack"
"Χαλδαῖος","χαλδαιοσ","noun","Χαλδαίου","Chaldaean"
"χαλεπός","χαλεποσ","adj","―, ―","difficult; hard to bear, painful, grievous; hard to do; dangerous; difficult, rugged; hard to deal with, cruel, harsh, stern; savage, fierce; ill-tempered, testy; hurtful to the soil; hardly, with difficulty; hardly, scarcely; painfully, miserably; angrily, cruelly, harshly; angry; in a bad way"
"χαλιναγωγέω","χαλιναγωγεω","verb","―, ―, ―, ―, ―","guide with"
"χαλινός","χαλινοσ","noun","χαλινοῦ","bit; anything which curbs, restrains; strap, thong; tackle of a ship; corner of the; fangs of serpents"
"χαλκεύς","χαλκευσ","noun","―","coppersmith; worker in metal; John Dory, Zeus faber"
"χαλκηδών","χαλκηδων","noun","―","chalcedony"
"χαλκίον","χαλκιον","noun","χαλκίου","copper vessel, cauldron, kettle; cymbal, τὸ Δωδωναῖον χ.; bowl of the κότταβος; copper ticket; piece of copper money"
"χαλκολίβανον","χαλκολιβανον","noun","χαλκολιβάνου","fine brass, brass of Lebanon"
"χαλκός","χαλκοσ","noun","χαλκοῦ","copper; anything made of metal; copper, cauldron, urn; bronze mirror; copper money; bronze plate; geležìs"
"χαλκοῦς","χαλκουσ","adj","―, χαλκοῦν","copper coin"
"χαμαί","χαμαι","adv",NA,"on the ground; underground; to earth"
"Χανάαν","χανααν","noun","Χανάαν","Canaan"
"Χαναναῖος","χαναναιοσ","adj","χαναναία, ―","Canaanite"
"χαρά","χαρα","noun","χαρᾶς","joy, delight; a joy"
"χάραγμα","χαραγμα","noun","χαράγματος","any mark engraved, imprinted; stamped money, coin; mark, stamp, character; endorsement"
"χαρακτήρ","χαρακτηρ","noun","―","engraver; graving tool; die, stamp; branding-iron, Clara Rhodos; mark engraved, impress, stamp; figures; distinctive mark; type; style; impress, image, τῆςὑποστάσεως[τοῦ θεοῦ; typical form"
"χάραξ","χαραξ","noun","χάρακος","pointed stake; vine-prop, pole; pale; palisaded camp; cutting, slip; breams, Sargus; bandage"
"χαρίζω","χαριζω","verb","χαρίσομαι, χαρισθήσομαι, ―, κεχάρισμαι, χαρισθήσομαι","say; gratify; grant favours; give graciously; grant; to be favoured with; give freely of; give up as a favour, τῇ μητρὶ χ. Ὀκτάβιον; forgive; was dear; acceptable, welcome"
"χάριν","χαριν","prep",NA,"for the sake of, because of"
"χάρις","χαρισ","noun","χάριτος","grace; outward grace; glory; grace, kindness, goodwill; sense of favour; favour, influence; love-charm, philtre; a favour; grant; favours granted; gratification, delight; homage due; thank-offering, εὐκταία χ. τινός; in; for the sake of, on behalf of, on account of; to do a pleasure; for the sake; from partiality; pleasing; of pure good will; the cypress; Charis"
"χάρισμα","χαρισμα","noun","χαρίσματος","grace, favour"
"χαριτόω","χαριτοω","verb","―, ―, ―, κεχαρίτωμαι, ―","show grace to"
"Χαρράν","χαρραν","noun","Χαρράν","Haran"
"χάρτης","χαρτησ","noun","χάρτου","papyrus; any leaf"
"χάσμα","χασμα","noun","―","yawning chasm, gulf, χ. μέγα; open, gaping mouth; any wide opening"
"χεῖλος","χειλοσ","noun","χείλεος","lip; bill, beak; edge, brink, rim"
"χειμάζω","χειμαζω","verb","―, ―, ―, ―, ―","expose to the winter cold; pass the winter; raise a storm; drive forth; toss like a storm, distress"
"χείμαρρος","χειμαρροσ","noun","χειμάρρου","plug in a ship's bottom"
"χειμών","χειμων","noun","χειμῶνος","winter; the wintry quarter; wintry, stormy weather; storm of calamity"
"χείρ","χειρ","noun","χειρός","b; hand and arm, arm; hand; hand?; by the hand; hands; the hand; in hand; off-hand, roughly; between; hand of man; in hand, be engaged in; on; at hand; close before one; under; powers; act or deed; a number, band, body; handwriting; handiwork; gauntlet; grappling; axle-tree; pillar; catch; handful; ointment"
"χειραγωγέω","χειραγωγεω","verb","―, ―, ―, ―, ―","lead by the hand"
"χειραγωγός","χειραγωγοσ","noun","χειραγωγοῦ","leading, guiding; leader, guide"
"χειρόγραφον","χειρογραφον","noun","χειρογράφου","written with the hand, holograph, manuscript, σύμβολον, ἀσφάλ<ε>ια; note of hand, bond; clerk, amanuensis"
"χειροποίητος","χειροποιητοσ","adj","χειροποίητος, χειροποίητον","made by hand, artificial"
"χειροτονέω","χειροτονεω","verb","―, χειροτονηθήσομαι, ―, ―, χειροτονηθήσομαι","stretch out the hand; elect; appoint; vote for; span with the hand"
"χείρων","χειρων","adj","χείρων, χεῖρον","meaner, inferior; worse than others; worse; inferior; worse, harder, more severe; inferiority; as well; in inferior degree, less; worst"
"χερούβ","χερουβ","noun","χερουβίν","cherub"
"χήρος","χηροσ","adj","χήρα, ―","widow; widowed; widower; bereaved"
"χιλίαρχος","χιλιαρχοσ","noun","χιλιάρχου","captain over a thousand"
"χιλιάς","χιλιασ","noun","χιλιάδος","a thousand; large number"
"χίλιοι","χιλιοι","adj","χίλιαι, χίλια","a thousand; a thousand drachmae"
"Χίος","χιοσ","noun","Χίου","Chios"
"χιτών","χιτων","noun","χιτώνος","garment worn next the skin, tunic; a man's tunic; coat of mail; part of a shoe that coats the foot, upper; any coat, case; vesture"
"χιών","χιων","noun","―","snow; snow-water, 'ice-coldwater"
"χλαμύς","χλαμυσ","noun","χλαμύδος","short mantle; military cloak; the general's cloak; mantle"
"χλευάζω","χλευαζω","verb","―, ―, ―, ―, ―","jest, scoff; scoff, jeer at, treat scornfully"
"χλιαρός","χλιαροσ","adj","―, ―","warm; lukewarm"
"Χλόη","χλοη","noun","Χλόης","Chloe"
"χλωρός","χλωροσ","adj","―, χλωρόν","greenish-yellow, pale green; yellow; pale, pallid; pale; green; fresh, blooming, χλωρόν τε καὶ βλέποντα; unripe"
"χοϊκός","χοικοσ","adj","―, ―","of earth; of the age to take part in the festival of χόες"
